Name,DOB,Country,Matches,PlayerID,Overs,Average,Wickets,Economy,Strike Rate,Top,Middle,Bottom
Kamran Akmal,13/01/1982,Pakistan,53,3056,-1,30.79,-1,-1,-1,-1,-1,-1
"Kamungozi, Tafadzwa",08/06/1987,Zimbabwe,1,3438,26,58,0,2.23,156,0,100,0
"Kaneria, Danish",16/12/1980,Pakistan,61,2252,2949.3,34.8,2,3.08,67.8,23,46,31
"Kanitkar, Hrishikesh H",14/11/1974,India,2,2204,1,-1,0,2,-1,-1,-1,-1
Kapil Dev,06/01/1959,India,131,443,4623.2,29.65,2,2.78,63.92,40.3,31.3,28.3
"Kapoor, Aashish R",25/03/1971,India,4,2009,107,42.5,0,2.38,107,66.7,33.3,0
"Kapugedera, Chamara K",24/02/1987,Sri Lanka,8,3340,2,-1,0,4.5,-1,-1,-1,-1
"Karim, Saba",14/11/1967,India,1,2244,-1,15,-1,-1,-1,-1,-1,-1
"Karthik, K Dinesh",01/06/1985,India,23,3210,-1,27.78,-1,-1,-1,-1,-1,-1
"Kartik, Murali",11/09/1976,India,8,2209,322,34.17,0,2.55,80.5,29.2,41.7,29.2
"Karunaratne, Frank D M",21/04/1988,Sri Lanka,25,3871,2,-1,0,2.5,-1,-1,-1,-1
"Kasprowicz, Michael S",10/02/1972,Australia,38,2076,1190,32.88,0,3.12,63.19,34.5,37.2,28.3
"Katich, Simon M",21/08/1975,Australia,56,2743,173.1,30.24,0,3.67,49.48,19,47.6,33.3
"Kaushal, P H Tharindu",05/03/1993,Sri Lanka,7,4367,276.2,46.04,0,4,69.08,20.8,37.5,41.7
"Kemp, Justin M",02/10/1977,South Africa,4,2258,79.5,24.67,0,2.78,53.22,22.2,22.2,55.6
"Kennedy, Robert J",03/06/1972,New Zealand,4,2048,106,63.33,0,3.58,106,33.3,50,16.7
"Kerr, Robert B",16/06/1961,Australia,2,925,-1,7.75,-1,-1,-1,-1,-1,-1
"Kerrigan, Simon C",10/05/1989,England,1,4229,8,-1,0,6.63,-1,-1,-1,-1
"Key, Robert W T",12/05/1979,England,15,3036,-1,31,-1,-1,-1,-1,-1,-1
Khaled Mahmud,26/07/1971,Bangladesh,12,2744,270,64,0,3.08,124.62,46.2,23.1,30.8
Khaled Mashud,08/02/1976,Bangladesh,44,2239,-1,19.04,-1,-1,-1,-1,-1,-1
"Khan, Amjad",14/10/1980,England,1,3650,29,122,0,4.21,174,0,100,0
"Khan, Imraan",27/04/1984,South Africa,1,3653,-1,20,-1,-1,-1,-1,-1,-1
"Khawaja, Usman T",18/12/1986,Australia,12,3842,-1,46.37,-1,-1,-1,-1,-1,-1
Khurram Manzoor,10/06/1986,Pakistan,16,3527,-1,28.17,-1,-1,-1,-1,-1,-1
"King, Reon D",06/10/1975,West Indies,19,2165,573.4,32.7,0,3.02,64.94,34,37.7,28.3
"Kirsten, Gary",23/11/1967,South Africa,101,945,58.1,71,0,2.44,174.5,50,0,50
"Kirsten, Peter N",14/05/1955,South Africa,12,946,9,-1,0,3.33,-1,-1,-1,-1
"Kirtley, Robert J",10/11/1975,England,4,2987,179.5,29.53,0,3.12,56.79,42.1,26.3,31.6
"Kleinveldt, Rory K",15/03/1983,South Africa,4,3682,111.1,42.2,0,3.8,66.7,40,50,10
"Klusener, Lance",04/09/1971,South Africa,49,2081,1147.5,37.91,0,2.64,86.09,22.5,45,32.5
"Knight, Nicholas V",28/11/1969,England,17,2027,-1,23.97,-1,-1,-1,-1,-1,-1
"Kohli, Virat",05/11/1988,India,41,3600,25,-1,0,2.8,-1,-1,-1,-1
"Krejza, Jason J",14/01/1983,Australia,2,3625,123.5,43.23,1,4.54,57.15,23.1,46.2,30.8
"Kuggeleijn, Christopher M",10/05/1956,New Zealand,2,957,16.1,67,0,4.14,97,0,0,100
"Kuiper, Adrian P",24/08/1959,South Africa,1,958,-1,17,-1,-1,-1,-1,-1,-1
"Kulasekara, Chamith K B",15/07/1985,Sri Lanka,1,3921,28,80,0,2.86,168,100,0,0
"Kulasekara, K M D Nuwan",22/07/1982,Sri Lanka,21,3147,594.3,37.38,0,3.02,74.31,39.6,37.5,22.9
"Kulkarni, Nilesh M",03/04/1973,India,3,2103,123,166,0,2.7,369,100,0,0
"Kulkarni, Rajiv R",25/09/1962,India,3,959,61,45.4,0,3.72,73.2,80,0,20
"Kumar, Bhuvneshwar",05/02/1990,India,12,3991,318.5,35,0,3.18,65.97,41.4,34.5,24.1
"Kumar, Praveen",02/10/1986,India,6,3514,268.3,25.81,0,2.6,59.67,37,51.9,11.1
"Kumble, Anil",17/10/1970,India,132,962,6808.2,29.65,8,2.7,65.99,27.9,39.6,32.5
"Kuruppu, Don S B P",05/01/1962,Sri Lanka,4,964,-1,53.33,-1,-1,-1,-1,-1,-1
"Kuruppuarachchi, Ajith K",01/11/1964,Sri Lanka,2,965,45.2,18.63,0,3.29,34,37.5,25,37.5
"Kuruvilla, Abey",08/08/1968,India,10,2094,294.1,35.68,0,3.03,70.6,28,36,36
"Lakmal, R A Suranga",10/03/1987,Sri Lanka,26,3745,795.2,49.17,0,3.34,88.37,48.1,27.8,24.1
"Lakshitha, Materba K G C P",04/01/1979,Sri Lanka,2,3029,48,31.6,0,3.29,57.6,20,80,0
"Lamb, Gregory A",04/03/1981,Zimbabwe,1,3770,32,47,0,4.41,64,33.3,66.7,0
"Lamba, Raman",02/01/1960,India,4,972,-1,20.4,-1,-1,-1,-1,-1,-1
"Lambert, Clayton B",10/02/1962,West Indies,5,973,1.4,5,0,3,10,0,100,0
"Langer, Justin L",21/11/1970,Australia,105,975,3,-1,0,4,-1,-1,-1,-1
"Langeveldt, Charl K",17/12/1974,South Africa,6,2991,166.3,37.06,0,3.56,62.44,50,25,25
"Lara, Brian C",02/05/1969,West Indies,131,979,10,-1,0,2.8,-1,-1,-1,-1
"Larsen, Gavin Rolf",27/09/1962,New Zealand,8,1991,327.5,28.71,0,2.1,81.96,29.2,37.5,33.3
"Latham, Rodney T",12/06/1961,New Zealand,4,984,3,-1,0,2,-1,-1,-1,-1
"Latham, Thomas W M",02/04/1992,New Zealand,16,3932,-1,39.33,-1,-1,-1,-1,-1,-1
"Lathwell, Mark N",26/12/1971,England,2,985,-1,19.5,-1,-1,-1,-1,-1,-1
"Law, Stuart G",18/10/1968,Australia,1,2040,3,-1,0,3,-1,-1,-1,-1
"Lawrence, David V",28/01/1964,England,5,989,181.3,37.56,0,3.72,60.5,33.3,44.4,22.2
"Lawson, Geoffrey F",07/12/1957,Australia,46,992,1853,30.56,2,2.97,61.77,37.2,40.6,22.2
"Lawson, Jermaine J C",13/01/1982,West Indies,13,3003,394,29.65,0,3.84,46.35,31.4,43.1,25.5
"Laxman, Vangipurappu V S",01/11/1974,India,134,2079,54,63,0,2.33,162,0,0,100
"Lee, Brett",08/11/1976,Australia,76,2205,2755.1,30.82,0,3.47,53.33,36.5,36.8,26.8
"Lehmann, Darren S",05/02/1970,Australia,27,2139,160.2,26.87,0,2.51,64.13,40,40,20
"Lewis, Clairmonte C",14/02/1968,England,32,1009,1142,37.53,0,3.06,73.68,37.6,32.3,30.1
"Lewis, Johnathan",26/08/1975,England,1,3281,41,40.67,0,2.98,82,33.3,33.3,33.3
"Lewis, Rawl N",05/09/1974,West Indies,5,2122,147.1,114,0,3.1,220.75,50,0,50
Liaqat Ali,21/05/1955,Pakistan,5,42,116,59.83,0,2.67,134.67,33.3,50,16.7
"Liebenberg, Gerhardus F J",07/04/1972,South Africa,5,2141,-1,13,-1,-1,-1,-1,-1,-1
Litton Das,13/10/1994,Bangladesh,3,4430,-1,32.33,-1,-1,-1,-1,-1,-1
"Liyanage, Dulip K",06/06/1972,Sri Lanka,9,1022,225.5,39.18,0,2.95,79.71,47.1,23.5,29.4
"Lloyd, Timothy A",05/11/1956,England,1,1026,-1,-1,-1,-1,-1,-1,-1,-1
"Lock, Alan C I",10/09/1962,Zimbabwe,1,2036,30,21,0,3.5,36,40,20,40
"Logie, Augustine L",28/09/1960,West Indies,52,1030,1.1,-1,0,3.43,-1,-1,-1,-1
"Lokuarachchi, Kaushal S",20/05/1982,Sri Lanka,4,3104,99,59,0,2.98,118.8,40,40,20
"Love, Martin L",30/03/1974,Australia,5,3066,-1,46.6,-1,-1,-1,-1,-1,-1
"Loveridge, Glen R",15/01/1975,New Zealand,1,2047,-1,-1,-1,-1,-1,-1,-1,-1
"Lyon, Nathan M",20/11/1987,Australia,51,3885,1929.5,33.3,1,3.14,63.62,24.2,41.2,34.6
"Lyth, Adam",25/09/1987,England,7,4422,1,-1,0,0,-1,-1,-1,-1
"MacGill, Stuart C G",25/02/1971,Australia,44,2126,1872.5,29.02,2,3.22,54.02,20.7,40.4,38.9
"Maddy, Darren L",23/05/1974,England,3,2183,14,-1,0,2.86,-1,-1,-1,-1
"Madondo, Trevor N",22/11/1976,Zimbabwe,3,2134,-1,30,-1,-1,-1,-1,-1,-1
"Madugalle, Ranjan S",22/04/1959,Sri Lanka,21,1054,14,-1,0,2.71,-1,-1,-1,-1
"Madurasinghe, Arachchige W R",30/01/1961,Sri Lanka,3,1055,66,57.33,0,2.61,132,33.3,66.7,0
"Maguire, John N",15/09/1956,Australia,3,1056,102.4,32.3,0,3.15,61.6,10,40,50
"Mahanama, Roshan S",31/05/1966,Sri Lanka,52,1057,6,-1,0,5,-1,-1,-1,-1
"Maharoof, Mohamed F",07/09/1984,Sri Lanka,22,3171,490,65.24,0,3.33,117.6,52,32,16
Mahbubul Alam,01/12/1983,Bangladesh,4,3623,97.5,62.8,0,3.21,117.4,80,0,20
"Mahmood, Sajid I",21/12/1981,England,8,3179,188.2,38.1,0,4.05,56.5,15,40,45
"Mahwire, Ngonidzashe B",31/07/1982,Zimbabwe,10,3055,214.3,50.83,0,4.27,71.5,50,27.8,22.2
"Malcolm, Devon E",22/02/1963,England,40,1066,1413.2,37.09,2,3.36,66.25,38.3,35.9,25.8
"Malhotra, Ashok",26/01/1957,India,7,1067,3,-1,0,1,-1,-1,-1,-1
"Malinga, Separamadu L",28/08/1983,Sri Lanka,30,3178,868.1,33.16,0,3.86,51.57,38.6,34.7,26.7
"Mallender, Neil A",13/08/1961,England,2,1071,74.5,21.5,0,2.87,44.9,40,10,50
Maninder Singh,13/06/1965,India,35,1608,1369.4,37.36,2,2.4,93.39,25,44.3,30.7
"Manjrekar, Sanjay V",12/07/1965,India,37,1074,2.5,-1,0,5.29,-1,-1,-1,-1
Manjural Islam,07/11/1979,Bangladesh,17,2762,495,57.32,0,3.24,106.07,42.9,42.9,14.3
Manjural Islam Rana,04/05/1984,Bangladesh,6,3143,124.5,80.2,0,3.21,149.8,20,60,20
"Manou, Graham A",23/04/1979,Australia,1,3719,-1,21,-1,-1,-1,-1,-1,-1
Mansoor Akhtar,25/12/1957,Pakistan,19,28,-1,25.19,-1,-1,-1,-1,-1,-1
Manzoor Elahi,15/04/1963,Pakistan,6,503,74,27.71,0,2.62,63.43,42.9,57.1,0
"Maregwede, Alester",05/08/1981,Zimbabwe,2,3154,-1,18.5,-1,-1,-1,-1,-1,-1
"Marillier, Douglas A",24/04/1978,Zimbabwe,5,2257,102.4,29.27,0,3.14,56,18.2,45.5,36.4
"Marks, Victor J",25/06/1955,England,6,1085,180.2,44,0,2.68,98.36,9.1,63.6,27.3
"Marsh, Geoffrey R",31/12/1958,Australia,50,1088,-1,33.19,-1,-1,-1,-1,-1,-1
"Marsh, Mitchell R",20/10/1991,Australia,12,3912,191.4,30.9,0,3.39,54.76,23.8,52.4,23.8
"Marsh, Shaun E",09/07/1983,Australia,17,3561,-1,37.72,-1,-1,-1,-1,-1,-1
"Marshall, Hamish J H",15/02/1979,New Zealand,13,2254,1,-1,0,4,-1,-1,-1,-1
"Marshall, James A H",15/02/1979,New Zealand,7,3271,-1,19.82,-1,-1,-1,-1,-1,-1
"Marshall, Malcolm D",18/04/1958,West Indies,81,1090,2930.4,20.95,4,2.69,46.77,33.2,40.4,26.3
"Marshall, Xavier M",27/03/1986,West Indies,7,3269,2,-1,0,0,-1,-1,-1,-1
Marshall Ayub,05/12/1988,Bangladesh,3,4242,10,-1,0,5.3,-1,-1,-1,-1
"Martin, Bruce P",25/04/1980,New Zealand,5,4011,253,53.83,0,2.55,126.5,50,33.3,16.7
"Martin, Christopher S",10/12/1974,New Zealand,71,2248,2337.4,33.64,1,3.35,60.2,40.3,37.3,22.3
"Martin, Peter J",15/11/1968,England,8,2023,242,34.12,0,2.4,85.41,41.2,47.1,11.8
"Martyn, Damien R",21/10/1971,Australia,67,1098,58,84,0,2.9,174,0,100,0
"Maruma, Timycen",19/04/1988,Zimbabwe,1,3498,-1,10,-1,-1,-1,-1,-1,-1
"Masakadza, Hamilton",09/08/1983,Zimbabwe,29,2977,149,27.69,0,2.42,68.77,30.8,38.5,30.8
"Masakadza, Shingirai W",04/09/1986,Zimbabwe,5,3769,176.1,32.19,0,2.92,66.06,43.8,31.3,25
Mashrafe Bin Mortaza,05/10/1983,Bangladesh,36,2995,998.2,41.53,0,3.24,76.79,48.7,32.1,19.2
"Mason, Michael J",27/08/1974,New Zealand,1,3150,22,-1,0,4.77,-1,-1,-1,-1
Masood Anwar,12/12/1967,Pakistan,1,80,26.5,34,0,3.8,53.67,33.3,66.7,0
"Matambanadzo, Everton",13/04/1976,Zimbabwe,3,2073,64,62.5,0,3.91,96,50,25,25
"Mathews, Angelo D",02/06/1987,Sri Lanka,56,3628,535,49.57,0,2.78,107,36.7,36.7,26.7
"Matsikenyeri, Stuart",03/05/1983,Zimbabwe,8,3059,80.3,172.5,0,4.29,241.5,50,50,0
"Matthews, Christopher D",22/09/1962,Australia,3,1107,95,52.17,0,3.29,95,16.7,66.7,16.7
"Matthews, Craig R",15/02/1965,South Africa,18,1108,663.2,28.88,0,2.26,76.54,25,46.2,28.8
"Matthews, Gregory R J",15/12/1959,Australia,33,1109,1045.1,48.23,1,2.81,102.8,37.7,50.8,11.5
"Mattis, Everton H",11/04/1957,West Indies,4,1111,6,-1,0,2.33,-1,-1,-1,-1
"Mawoyo, Tirotenda M K",08/01/1986,Zimbabwe,8,3448,-1,30.27,-1,-1,-1,-1,-1,-1
"Maxwell, Glenn J",14/10/1988,Australia,3,3969,57,38.71,0,4.75,48.86,28.6,71.4,0
"May, Timothy B A",26/01/1962,Australia,24,1113,1096.1,34.75,0,2.38,87.69,28,49.3,22.7
"Maynard, Matthew P",21/03/1966,England,4,1114,-1,10.88,-1,-1,-1,-1,-1,-1
"Mbangwa, Mpumelelo",26/06/1976,Zimbabwe,15,2074,432.4,31.44,0,2.33,81.13,43.8,40.6,15.6
"McCague, Martin J",24/04/1969,England,3,1119,98.5,65,0,3.95,98.83,33.3,16.7,50
"McCullum, Brendon B",27/09/1981,New Zealand,99,3008,25.1,85,0,3.38,151,0,100,0
"McDermott, Craig J",14/04/1965,Australia,71,1125,2764.2,28.63,2,3.01,57,36.4,39.2,24.4
"McDonald, Andrew B",05/06/1981,Australia,4,3632,122,33.33,0,2.46,81.33,11.1,33.3,55.6
"McGain, Bryce E",25/03/1972,Australia,1,3654,18,-1,0,8.28,-1,-1,-1,-1
"McGarrell, Neil C",12/07/1972,West Indies,4,2773,202,26.65,0,2.24,71.29,17.6,64.7,17.6
"McGrath, Anthony",06/10/1975,England,4,3118,17,14,0,3.29,25.5,25,75,0
"McGrath, Glenn D",09/02/1970,Australia,124,1133,4874.4,21.64,3,2.5,51.95,40,34.8,25.2
"McIntosh, Timothy G",04/12/1979,New Zealand,17,3629,-1,27.55,-1,-1,-1,-1,-1,-1
"McIntyre, Peter E",27/04/1966,Australia,2,2014,65.3,38.8,0,2.96,78.6,20,40,40
"McKay, Andrew J",17/04/1980,New Zealand,1,3758,31,120,0,3.87,186,0,100,0
"McKay, Clinton J",22/02/1983,Australia,1,3735,28,101,0,3.61,168,0,100,0
"McKenzie, Neil D",24/11/1975,South Africa,58,2227,15,-1,0,4.53,-1,-1,-1,-1
"McLaren, Ryan",09/02/1983,South Africa,2,3736,44,54,0,3.68,88,33.3,66.7,0
"McLean, Nixon A M",28/07/1973,West Indies,19,2127,549.5,42.57,0,3.41,74.98,29.5,40.9,29.5
"McMillan, Brian M",22/12/1963,South Africa,38,1147,1009,33.83,0,2.51,80.72,40,48,12
"McMillan, Craig D",13/09/1976,New Zealand,55,2118,417,44.89,0,3.01,89.36,25,46.4,28.6
Mehrab Hossain,22/09/1978,Bangladesh,9,2234,2,-1,0,2.5,-1,-1,-1,-1
Mehrab Hossain,08/07/1987,Bangladesh,7,3439,67.5,70.25,0,4.14,101.75,25,75,0
"Mendis, B Ajantha W",11/03/1985,Sri Lanka,19,3545,788.2,34.77,1,3.09,67.57,30,37.1,32.9
"Mendis, B Kusal G",02/02/1995,Sri Lanka,3,4485,-1,30.5,-1,-1,-1,-1,-1,-1
"Meth, Keegan O",08/02/1988,Zimbabwe,2,3342,54,24.5,0,1.81,81,50,25,25
"Mhambrey, Paras L",20/06/1972,India,2,2054,43,74,0,3.44,129,50,50,0
"Miller, Colin R",06/02/1964,Australia,18,2150,681.5,26.16,1,2.65,59.29,36.2,36.2,27.5
"Miller, Nikita O",16/05/1982,West Indies,1,3597,22,-1,0,3.05,-1,-1,-1,-1
"Mills, Kyle D",15/03/1979,New Zealand,19,2966,483.4,33.02,0,3,65.95,45.5,25,29.5
Misbah-ul-Haq,28/05/1974,Pakistan,61,2262,-1,48.9,-1,-1,-1,-1,-1,-1
"Mishra, Amit",24/11/1982,India,18,3108,704.5,33.97,0,3.13,65.06,13.8,46.2,40
"Mithun, Abhimanyu",25/10/1989,India,4,3767,120,50.67,0,3.8,80,22.2,66.7,11.1
Mohammad Akram,10/09/1974,Pakistan,9,2033,246.1,50.53,0,3.49,86.88,23.5,58.8,17.6
Mohammad Amir,13/04/1992,Pakistan,14,3698,477,28.92,0,3.09,56.12,47.1,37.3,15.7
Mohammad Ashraful,07/07/1984,Bangladesh,61,2964,286.5,62.45,0,4.35,86.05,23.8,33.3,42.9
Mohammad Asif,20/12/1982,Pakistan,23,3245,862.4,24.45,1,3,48.83,42.5,37.7,19.8
Mohammad Ayub,13/09/1979,Pakistan,1,3957,-1,23.5,-1,-1,-1,-1,-1,-1
Mohammad Hafeez,17/10/1980,Pakistan,47,3101,658.5,33.9,0,2.68,76.02,32.7,36.5,30.8
Mohammad Hussain,08/10/1976,Pakistan,2,2072,30,29,0,2.9,60,33.3,33.3,33.3
Mohammad Irfan,06/06/1982,Pakistan,4,3821,118.4,38.9,0,3.28,71.2,40,40,20
Mohammad Kaif,01/12/1980,India,13,2213,3,-1,0,1.33,-1,-1,-1,-1
Mohammad Khalil,11/12/1982,Pakistan,2,3240,48.2,-1,0,4.14,-1,-1,-1,-1
Mohammad Mahmudullah,04/02/1986,Bangladesh,27,3488,491.3,45.41,0,3.42,79.7,43.2,40.5,16.2
Mohammad Rafique,15/05/1970,Bangladesh,33,2240,1457.2,40.76,0,2.8,87.44,29,46,25
Mohammad Ramzan,25/12/1970,Pakistan,1,2114,-1,18,-1,-1,-1,-1,-1,-1
Mohammad Salim,15/10/1981,Bangladesh,2,3111,-1,16.33,-1,-1,-1,-1,-1,-1
Mohammad Salman,07/08/1981,Pakistan,2,3856,-1,6.25,-1,-1,-1,-1,-1,-1
Mohammad Sami,24/02/1981,Pakistan,36,2264,1249.5,52.74,0,3.59,88.22,41.2,35.3,23.5
Mohammad Shahid,01/11/1988,Bangladesh,5,4416,105,57.6,0,2.74,126,60,40,0
Mohammad Talha,15/10/1988,Pakistan,4,3649,123.2,56,0,4.09,82.22,44.4,33.3,22.2
Mohammad Wasim,08/08/1977,Pakistan,18,2077,-1,30.12,-1,-1,-1,-1,-1,-1
Mohammad Yousuf,27/08/1974,Pakistan,90,2129,1,-1,0,3,-1,-1,-1,-1
Mohammad Zahid,02/08/1976,Pakistan,5,2083,132,33.47,1,3.8,52.8,40,26.7,33.3
"Mohammed, Dave",08/10/1979,West Indies,5,3158,177.3,51.38,0,3.76,81.92,23.1,53.8,23.1
Mohammed Shami,09/03/1990,India,12,3993,446.3,36.15,0,3.81,57,31.9,40.4,27.7
Mohammed Sharif,12/12/1985,Bangladesh,10,2960,275.1,79,0,4.02,117.93,50,35.7,14.3
"Mohanty, Debashish S",20/07/1976,India,2,2107,71.4,59.75,0,3.33,107.5,50,25,25
Mohsin Kamal,16/06/1963,Pakistan,9,907,224.4,34.25,0,3.66,56.17,41.7,33.3,25
Mohsin Khan,15/03/1955,Pakistan,48,930,14,-1,0,2.09,-1,-1,-1,-1
Moin Khan,23/09/1971,Pakistan,69,931,-1,28.55,-1,-1,-1,-1,-1,-1
Mominul Haque,29/09/1991,Bangladesh,17,3980,53.1,192,0,3.61,319,0,0,100
"Mongia, Nayan R",19/12/1969,India,44,1978,-1,24.03,-1,-1,-1,-1,-1,-1
"Moody, Thomas M",02/10/1965,Australia,8,1206,72,73.5,0,2.04,216,50,50,0
"More, Kiran S",04/09/1962,India,49,1209,2,-1,0,6,-1,-1,-1,-1
"Morgan, Eoin J G",10/09/1986,England,16,3416,-1,30.43,-1,-1,-1,-1,-1,-1
"Morkel, Johannes A",10/06/1981,South Africa,1,3162,32,132,0,4.13,192,100,0,0
"Morkel, Morne",06/10/1984,South Africa,68,3451,2168,29.16,0,3.12,56.07,36.6,35.3,28
"Morris, Hugh",05/10/1963,England,3,1215,-1,19.17,-1,-1,-1,-1,-1,-1
"Morris, John E",01/04/1964,England,3,1216,-1,23.67,-1,-1,-1,-1,-1,-1
"Morrison, Daniel K",03/02/1966,New Zealand,48,1219,1677.2,34.68,0,3.31,62.9,30.6,35.6,33.8
"Morton, Runako S",22/07/1978,West Indies,15,3012,11,-1,0,4.55,-1,-1,-1,-1
"Moseley, Ezra A",05/01/1958,West Indies,2,1222,87,43.5,0,3,87,33.3,66.7,0
"Moxon, Martyn D",04/05/1960,England,10,1228,8,-1,0,3.75,-1,-1,-1,-1
"Mpofu, Christopher B",27/11/1985,Zimbabwe,9,3237,241.2,44.45,0,3.68,72.4,20,45,35
"M'shangwe, Natsai",09/02/1991,Zimbabwe,2,3918,131.4,62.14,0,3.3,112.86,14.3,42.9,42.9
"Mubarak, Jehan",10/02/1981,Sri Lanka,13,3030,17.1,-1,0,3.84,-1,-1,-1,-1
Mudassar Nazar,06/04/1956,Pakistan,76,1258,984.1,38.36,0,2.55,90.41,43.9,45.5,10.6
"Mukund, Abhinav",06/01/1990,India,5,3864,2,-1,0,7,-1,-1,-1,-1
"Mullally, Alan D",12/07/1969,England,19,2056,754.1,31.24,0,2.4,78.02,36.2,32.8,31
"Muller, Scott A",11/07/1971,Australia,2,2193,58,36.86,0,4.45,49.71,28.6,42.9,28.6
"Munro, Colin",11/03/1987,New Zealand,1,3985,18,20,0,2.22,54,0,50,50
"Munton, Timothy A",30/07/1965,England,2,1233,67.3,50,0,2.96,101.25,25,50,25
"Mupariwa, Tawanda",16/04/1985,Zimbabwe,1,3173,34,-1,0,4,-1,-1,-1,-1
"Muralitharan, Muttiah",17/04/1972,Sri Lanka,133,1234,7339.5,22.73,22,2.48,55.05,25.3,42.3,32.5
"Murphy, Brian A",01/12/1976,Zimbabwe,11,2218,358.5,61.83,0,3.1,119.61,27.8,27.8,44.4
"Murray, Darrin J",04/09/1967,New Zealand,8,2006,-1,20.2,-1,-1,-1,-1,-1,-1
"Murray, Junior R",20/01/1968,West Indies,33,1242,-1,22.39,-1,-1,-1,-1,-1,-1
Mushfiqur Rahim,01/09/1988,Bangladesh,48,3279,-1,32.32,-1,-1,-1,-1,-1,-1
Mushfiqur Rahman,01/01/1980,Bangladesh,10,2793,227.3,63.31,0,3.62,105,7.7,30.8,61.5
Mushtaq Ahmed,28/06/1970,Pakistan,52,18,2087.4,32.97,3,2.92,67.71,33,43.2,23.8
Mustafizur Rahman,06/09/1995,Bangladesh,2,4414,22.4,14.5,0,2.56,34,0,100,0
"Mutendera, David T",25/01/1979,Zimbabwe,1,2230,14,-1,0,2.07,-1,-1,-1,-1
"Mutizwa, Forster",24/08/1985,Zimbabwe,1,3639,-1,12,-1,-1,-1,-1,-1,-1
"Mutumbami, Richmond",11/06/1989,Zimbabwe,6,4019,-1,19.73,-1,-1,-1,-1,-1,-1
"Mwayenga, Waddington",20/06/1984,Zimbabwe,1,3061,21,79,0,3.76,126,0,100,0
Nadeem Abbasi,15/04/1964,Pakistan,3,4,-1,23,-1,-1,-1,-1,-1,-1
Nadeem Ghauri,12/10/1962,Pakistan,1,600,8,-1,0,2.5,-1,-1,-1,-1
Nadeem Khan,10/12/1969,Pakistan,2,932,72,115,0,3.19,216,50,50,0
Naeem Islam,31/12/1986,Bangladesh,8,3616,95.4,303,0,3.17,574,0,100,0
Nafis Iqbal,31/10/1985,Bangladesh,11,3144,-1,22.5,-1,-1,-1,-1,-1,-1
"Nagamootoo, Mahendra V",09/10/1975,West Indies,5,2229,249,53.08,0,2.56,124.5,33.3,41.7,25
Naimuir Rahman,19/09/1974,Bangladesh,8,2232,220.1,59.83,0,3.26,110.08,33.3,41.7,25
"Narine, Sunil P",26/05/1988,West Indies,6,3922,275,40.52,0,3.09,78.57,28.6,19,52.4
"Nash, Brendan P",14/12/1977,West Indies,21,3610,82,123.5,0,3.01,246,0,50,50
"Nash, Dion J",20/11/1971,New Zealand,32,1251,1032.4,28.48,1,2.57,66.62,41.9,39.8,18.3
Nasir Hossain,30/11/1991,Bangladesh,17,3878,143.3,51.63,0,2.88,107.63,37.5,50,12.5
Nasir Jamshed,06/12/1989,Pakistan,2,3521,-1,12.75,-1,-1,-1,-1,-1,-1
Naved Anjum,27/07/1963,Pakistan,2,77,57,40.5,0,2.84,85.5,50,25,25
Naved Ashraf,04/09/1974,Pakistan,2,2156,-1,21.33,-1,-1,-1,-1,-1,-1
Naved Latif,21/02/1976,Pakistan,1,2994,-1,10,-1,-1,-1,-1,-1,-1
Naved-ul-Hasan,28/02/1978,Pakistan,9,3102,260.5,58,0,4,86.94,44.4,27.8,27.8
"Nawaz, Mohamed N",20/09/1973,Sri Lanka,1,2801,-1,99,-1,-1,-1,-1,-1,-1
Nazimuddin,01/10/1985,Bangladesh,3,3538,-1,20.83,-1,-1,-1,-1,-1,-1
Nazmul Hossain,05/10/1987,Bangladesh,2,3225,54.5,38.8,0,3.54,65.8,80,0,20
"Ncube, Njabulo",14/10/1989,Zimbabwe,1,3919,35,121,0,3.46,210,0,100,0
"Neesham, James D S",17/09/1990,New Zealand,9,3986,129.5,39.33,0,3.64,64.92,16.7,41.7,41.7
"Nehra, Ashish",29/04/1979,India,17,2168,574.3,42.41,0,3.25,78.34,36.4,40.9,22.7
"Nel, Andre",15/07/1977,South Africa,36,2970,1271.4,31.86,1,3.08,62.03,29.3,39.8,30.9
"Nevill, Peter M",13/10/1985,Australia,9,4458,-1,27.3,-1,-1,-1,-1,-1,-1
"Newport, Philip J",11/10/1962,England,3,1266,111.3,41.7,0,3.74,66.9,20,60,20
"Ngam, Mfuneko",29/01/1979,South Africa,3,2253,65.2,17.18,0,2.89,35.64,54.5,18.2,27.3
"Nicholson, Matthew J",02/10/1974,Australia,1,2161,25,28.75,0,4.6,37.5,0,75,25
"Nicol, Robert J",28/05/1983,New Zealand,2,3784,2.5,-1,0,4.59,-1,-1,-1,-1
"Nissanka, Ratnayake A P",25/10/1980,Sri Lanka,4,2993,97.5,36.6,0,3.74,58.7,50,30,20
"Nkala, Mluleki L",01/04/1981,Zimbabwe,10,2222,242,66.09,0,3,132,54.5,36.4,9.1
"North, Marcus J",28/07/1979,Australia,21,3648,209.4,42.21,0,2.82,89.86,28.6,42.9,28.6
"Ntini, Makhaya",06/07/1977,South Africa,101,2137,3472.2,28.83,4,3.24,53.42,38.2,38.2,23.6
